Date,Ticker,Return
2020-01-31,A,
2020-02-29,A,-0.06649718870799359
2020-03-31,A,-0.0683498068045909
2020-04-30,A,0.07037137693629991
2020-05-31,A,0.14975208041187127
2020-06-30,A,0.004714692941561349
2020-07-31,A,0.09007605358136384
2020-08-31,A,0.042458220079053755
2020-09-30,A,0.005178223838979035
2020-10-31,A,0.01321644230793595
2020-11-30,A,0.14506808641033042
2020-12-31,A,0.013601357072621667
2021-01-31,A,0.01584165020349748
2021-02-28,A,0.01581087729400421
2021-03-31,A,0.0415336483773161
2021-04-30,A,0.05272420721905813
2021-05-31,A,0.03359762049256165
2021-06-30,A,0.07007903741479371
2021-07-31,A,0.038031062506806546
2021-08-31,A,0.1451414526505923
2021-09-30,A,-0.10223972000889148
2021-10-31,A,0.0009910876402408064
2021-11-30,A,-0.04184402939206744
2021-12-31,A,0.05798527856917035
2022-01-31,A,-0.12619154341219174
2022-02-28,A,-0.06431233425515626
2022-03-31,A,0.01511187543085768
2022-04-30,A,-0.0972776185592521
2022-05-31,A,0.06950621388817968
2022-06-30,A,-0.06890874288665483
2022-07-31,A,0.1310729468603089
2022-08-31,A,-0.04362418137630375
2022-09-30,A,-0.05224173164009238
2022-10-31,A,0.14018462660682762
2022-11-30,A,0.12020230180824809
2022-12-31,A,-0.03295146230729451
2023-01-31,A,0.016237942089400992
2023-02-28,A,-0.025118406616422728
2020-01-31,AAL,
2020-02-29,AAL,-0.2876155690706165
2020-03-31,AAL,-0.3601049832764066
2020-04-30,AAL,-0.014766149113830007
2020-05-31,AAL,-0.12572857619524136
2020-06-30,AAL,0.2447618756975447
2020-07-31,AAL,-0.1491966224021678
2020-08-31,AAL,0.1735611803091981
2020-09-30,AAL,-0.058237564580375656
2020-10-31,AAL,-0.08218065354082826
2020-11-30,AAL,0.2526596142674753
2020-12-31,AAL,0.11606513305308952
2021-01-31,AAL,0.08877613049408906
2021-02-28,AAL,0.21956904141012723
2021-03-31,AAL,0.14135620864280307
2021-04-30,AAL,-0.0912134033460642
2021-05-31,AAL,0.11602212419105618
2021-06-30,AAL,-0.1250000295072502
2021-07-31,AAL,-0.039132482769114185
2021-08-31,AAL,-0.02158972742040255
2021-09-30,AAL,0.0290872571801295
2021-10-31,AAL,-0.06432746907297471
2021-11-30,AAL,-0.07864584212915726
2021-12-31,AAL,0.01526277796856057
2022-01-31,AAL,-0.08296212956972504
2022-02-28,AAL,0.04735887790918447
2022-03-31,AAL,0.05797101449275366
2022-04-30,AAL,0.02849317576787236
2022-05-31,AAL,-0.04794883306238884
2022-06-30,AAL,-0.2904309060055009
2022-07-31,AAL,0.08123026089760899
2022-08-31,AAL,-0.05251643070937018
2022-09-30,AAL,-0.07313316597413322
2022-10-31,AAL,0.17774089286570027
2022-11-30,AAL,0.01763046506485244
2022-12-31,AAL,-0.1185031186405191
2023-01-31,AAL,0.2688678499075603
2023-02-28,AAL,0.013630807250477606
2020-01-31,AAP,
2020-02-29,AAP,0.0093358951288105
2020-03-31,AAP,-0.29625764278500843
2020-04-30,AAP,0.2956495047456027
2020-05-31,AAP,0.1522619676663517
2020-06-30,AAP,0.02418873515337805
2020-07-31,AAP,0.05398397417016776
2020-08-31,AAP,0.041094852925400716
2020-09-30,AAP,-0.016386810838837973
2020-10-31,AAP,-0.04052129062211984
2020-11-30,AAP,0.0028518285112102415
2020-12-31,AAP,0.06807342194296973
2021-01-31,AAP,-0.05313941165216052
2021-02-28,AAP,0.07516453960399394
2021-03-31,AAP,0.14588349698096947
2021-04-30,AAP,0.09084962500096117
2021-05-31,AAP,-0.0521082735782088
2021-06-30,AAP,0.0867393598133297
2021-07-31,AAP,0.03373311565434145
2021-08-31,AAP,-0.043431108824317
2021-09-30,AAP,0.034793764472990985
2021-10-31,AAP,0.0796113082878549
2021-11-30,AAP,-0.021284211431763955
2021-12-31,AAP,0.09137065110704978
2022-01-31,AAP,-0.03489247417055796
2022-02-28,AAP,-0.11675528524361223
2022-03-31,AAP,0.01949757616778225
2022-04-30,AAP,-0.03541749037596631
2022-05-31,AAP,-0.04894059756905478
2022-06-30,AAP,-0.0803212941037309
2022-07-31,AAP,0.11860886546986626
2022-08-31,AAP,-0.1290156231419196
2022-09-30,AAP,-0.06468567498139755
2022-10-31,AAP,0.21478832536655346
2022-11-30,AAP,-0.20498102660529727
2022-12-31,AAP,-0.015937695731037427
2023-01-31,AAP,0.03570699886817419
2023-02-28,AAP,-0.015038043764708409
2020-01-31,AAPL,
2020-02-29,AAPL,-0.11470146288211136
2020-03-31,AAPL,-0.06976151880748582
2020-04-30,AAPL,0.15537382215190343
2020-05-31,AAPL,0.085094275582005
2020-06-30,AAPL,0.1473861504967373
2020-07-31,AAPL,0.16513160111034741
2020-08-31,AAPL,0.2165693386812224
2020-09-30,AAPL,-0.10252634781131054
2020-10-31,AAPL,-0.06001209662630447
2020-11-30,AAPL,0.09549325202363934
2020-12-31,AAPL,0.11457367838683008
2021-01-31,AAPL,-0.005501557230604082
2021-02-28,AAPL,-0.07971200095028363
2021-03-31,AAPL,0.007339583685220141
2021-04-30,AAPL,0.07621782140554734
2021-05-31,AAPL,-0.05049708432539757
2021-06-30,AAPL,0.09910926926429764
2021-07-31,AAPL,0.06498242888581318
2021-08-31,AAPL,0.04092966677445253
2021-09-30,AAPL,-0.06803663114322533
2021-10-31,AAPL,0.0586572653834474
2021-11-30,AAPL,0.10347129295214064
2021-12-31,AAPL,0.07422869961241929
2022-01-31,AAPL,-0.015712161006040226
2022-02-28,AAPL,-0.055269502972748796
2022-03-31,AAPL,0.05747338768044963
2022-04-30,AAPL,-0.09713078663640828
2022-05-31,AAPL,-0.05588327243690561
2022-06-30,AAPL,-0.0814296923904323
2022-07-31,AAPL,0.18863365312951386
2022-08-31,AAPL,-0.032551802750262815
2022-09-30,AAPL,-0.12097700117532084
2022-10-31,AAPL,0.10955137282179961
2022-11-30,AAPL,-0.03462891408248747
2022-12-31,AAPL,-0.12227255456849362
2023-01-31,AAPL,0.1105210607237126
2023-02-28,AAPL,0.05724589472566599
2020-01-31,ABBV,
2020-02-29,ABBV,0.057886759664310006
2020-03-31,ABBV,-0.111072012121185
2020-04-30,ABBV,0.09497198380344085
2020-05-31,ABBV,0.12737239074437112
2020-06-30,ABBV,0.05945817621992333
2020-07-31,ABBV,-0.02150736739086412
2020-08-31,ABBV,0.00906118214502194
2020-09-30,ABBV,-0.08541296708774115
2020-10-31,ABBV,-0.015197051907208103
2020-11-30,ABBV,0.22890739592012088
2020-12-31,ABBV,0.024574477135841377
2021-01-31,ABBV,-0.032397788024751906
2021-02-28,ABBV,0.05132706357182282
2021-03-31,ABBV,0.0044551686965563775
2021-04-30,ABBV,0.04283578442823921
2021-05-31,ABBV,0.015246629591320504
2021-06-30,ABBV,-0.004946999278372721
2021-07-31,ABBV,0.044003497608026576
2021-08-31,ABBV,0.038521103823864866
2021-09-30,ABBV,-0.10688847126516787
2021-10-31,ABBV,0.07592632858330006
2021-11-30,ABBV,0.005319751369504688
2021-12-31,ABBV,0.17453128863296574
2022-01-31,ABBV,0.021495694289342726
2022-02-28,ABBV,0.07947984403142971
2022-03-31,ABBV,0.09704261025588745
2022-04-30,ABBV,-0.08624790572793117
2022-05-31,ABBV,0.003335948883215867
2022-06-30,ABBV,0.03928899188411683
2022-07-31,ABBV,-0.05424162953261236
2022-08-31,ABBV,-0.06306172089341222
2022-09-30,ABBV,-0.001859261345764529
2022-10-31,ABBV,0.10192730434782615
2022-11-30,ABBV,0.10095629023319663
2022-12-31,ABBV,0.0026678137517173184
2023-01-31,ABBV,-0.07707115228757189
2023-02-28,ABBV,0.02409473812923002
2020-01-31,ABC,
2020-02-29,ABC,-0.010152257184400715
2020-03-31,ABC,0.04957290995061525
2020-04-30,ABC,0.013107351188098137
2020-05-31,ABC,0.06869191841005717
2020-06-30,ABC,0.056954186240396165
2020-07-31,ABC,-0.005755648608422481
2020-08-31,ABC,-0.027564402317075687
2020-09-30,ABC,-0.0011336177297389671
2020-10-31,ABC,-0.008770218768429539
2020-11-30,ABC,0.07774948558444028
2020-12-31,ABC,-0.051886380351639505
2021-01-31,ABC,0.06587556860290689
2021-02-28,ABC,-0.024560020071862754
2021-03-31,ABC,0.16646889790084907
2021-04-30,ABC,0.023121999081471722
2021-05-31,ABC,-0.04665413688909548
